id:ID,action,source_project,target_risk,expected_effect,required_equipment,related_standard,responsible_role,:LABEL
Strat_232,접속부 누수 차단 및 수압 저감을 위해 유도배수용 동판/배수관 수량을 실정보고로 추가 반영하여 배면 수압 배제_인천공항철도연계/923공구,인천공항철도연계/923공구,Risk_232,유도배수 없이 방수층을 밀폐 시 배면 고압 지하수압에 의해 시트가 부풀어 오르거나(Blistering) 터널 내로 다량 유입됨,,,,Strategy
Strat_233,지하수/토양 성분 정밀 분석 후 부식 환경 구간은 내산성 세라믹 코팅 방수 등으로 전면 설계 변경하여 재시공 추진_서남물재생센터 현장,서남물재생센터 현장,Risk_233,부식성 물질에 의해 시트 고정 철물(란델)과 이음부가 급격히 열화/부식되어 차수 성능 붕괴 및 콘크리트 내구성 파괴,,,,Strategy
Strat_234,"폼 세팅 전 간섭 여부 철저 확인 및 보호 조치, 타설 전 란델 간격 및 융착 상태 전수 검사 수행_일반 / 공통",일반 / 공통,Risk_234,장비 이동 중 발생한 미세 찢김을 인지 못한 채 타설하거나 타설 측압에 융착부가 터져 대규모 누수 발생,,,,Strategy
Strat_235,접속부 이음부에 유도배수 동판/지수재를 밀실하게 설치하고 배면 복토부의 배수 경사를 충분히 확보하여 시공_울릉도일주2호 등,울릉도일주2호 등,Risk_235,강우 시 복토부 침투 빗물이 배출되지 못하고 시트 말단 배면으로 역류해 터널 내부 전 구간 확산 누수 유발,,,,Strategy
Strat_236,배수관 매설 깊이를 동결심도 이하로 조정하고 노출부에는 전열선(Heat Tracing) 및 단열재 공법을 전면 적용_전주-남원1공구 등,전주-남원1공구 등,Risk_236,동절기 잔류수가 얼어붙어 배관 및 시트 이음부를 파손시키고 해빙기 누수로 노면 결빙(Black Ice) 및 교통사고 유발,,,,Strategy
Strat_237,누락된 신축이음 실런트 및 누수방지캡을 실정보고로 내역 반영하고 하부 트렌치로 물이 빠지게 유도배수 정밀 시공_GTX-A 6공구 등,GTX-A 6공구 등,Risk_237,"건조 수축 시 이음부가 벌어지며 미세 지하수가 유속 유입되어 백태 발생 및 미관 훼손, 유지관리 중대 지적 발생",,,,Strategy
Strat_238,도면과 내역을 일치시켜 유도배수 동판/배관 수량을 조속히 반영하고 접속부 정밀 시공 및 융착 검사 강화_GTX-A 6공구,GTX-A 6공구,Risk_238,좁은 공간 내 숙련도 부족으로 융착 부실 처리 및 지하수 집중 유입으로 접속부 하부 침수 및 시설물 마비,,,,Strategy
Strat_239,결로 및 누수 체수에 대비해 하부 인버트에 집수정 연결 유도 배수 트렌치를 신설하는 설계변경 승인 및 시공_GTX-A 6공구 등,GTX-A 6공구 등,Risk_239,유입 지하수가 배출되지 못하고 완전 방수된 인버트 하부에 갇혀 강력 수압(Uplift) 발생 및 인버트 융기 파손,,,,Strategy
Strat_240,밀착 불가한 곡면부는 핀 고정 방식 시트에서 지반에 직접 달라붙는 '자착식(접착식) 시트 방수'로 전면 교체 시공_인천공항철도연계,인천공항철도연계,Risk_240,"바탕면과 시트 사이 심한 들뜸으로 일체성 상실, 라이닝 타설 압력에 시트가 찢어지거나 대형 누수 통로 형성",,,,Strategy
Strat_241,"시트 표면에 스패터 방지 패드 설치 및 철근 캡 씌우기 시행, 타설 직전 핀홀 전수 검사 및 즉각 열융착 보수_일반 현장 공통",일반 현장 공통,Risk_241,미세 핀홀(Pinhole)이나 찢김을 검수/보수하지 않고 타설 시 배면 수압이 해당 지점으로 집중되어 폭포수 누수 유발,,,,Strategy
Strat_242,시공 후 즉시 충분한 강도의 보호 콘크리트(누름)를 타설 양생하고 중장비 주행 동선을 엄격히 통제하여 훼손 차단_삼성-동탄 2공구 등,삼성-동탄 2공구 등,Risk_242,"보호층 붕괴로 하부 시트가 장비 하중에 직접 찢기거나 짓눌려 손상, 인지 못한 채 매몰 타설되어 바닥 전체 침수",,,,Strategy
Strat_243,고수압 예상 구간 바닥 슬래브 방수를 전면 설계 반영하고 취약 이음부 수팽창 지수재/지수판 이중 보강 대책 수립_구조물 공통(L/L),구조물 공통(L/L),Risk_243,상승 수압이 복잡 형상의 취약 이음부(Joint)로 집중되어 방수층이 파단되고 내부가 폭포수처럼 침수 및 수몰됨,,,,Strategy
Strat_244,외부 노출부 실링은 가급적 비노출 구조로 변경하거나 UV 보호 테이프 부착 등 보호 조치 후 하자보증 관리_적금-영남연육교 등,적금-영남연육교 등,Risk_244,"실링재가 자외선 열화로 조기 경화되어 신축성 상실 및 갈라짐 발생, 강우 시 빗물이 내부로 역류해 확산 누수 유발",,,,Strategy
Strat_245,탈형 직후 발생한 모든 나공홀/볼트 구멍은 지수재(팽창성 마개)와 무수축 모르타르로 완벽 밀폐 충진 관리_터널공사 공통(L/L),터널공사 공통(L/L),Risk_245,배면 수압이 텅 빈 구멍 틈새로 직접 전달되어 주변 콘크리트 균열을 유발하고 해당 구멍을 통해 지하수가 세차게 유입됨,,,,Strategy
Strat_246,우수 침투 예상 모든 관로 인입 경로에 수팽창 지수 링(Ring) 및 탄성 방수 코킹 설계를 추가 반영 및 수밀 테스트_여수산단진입도로 등,여수산단진입도로 등,Risk_246,"일반 모르타르 마감된 배관 틈새로 차량 진동/수축 시 미세 간극 발생, 외부 빗물이 유입되어 철근 부식 및 설비 훼손",,,,Strategy
Strat_247,전용 고정 철물(지그) 사용으로 타설 시 변형을 막고 지수판 주변을 소형 진동기로 집중 정밀 다짐하여 밀실도 100% 확보_한탄강댐(지하 갤러리),한탄강댐(지하 갤러리),Risk_247,"지수판 주변 공극(Honeycomb) 발생으로 차수벽 역할 상실, 수압 시 이음부에서 폭포수 같은 물이 쏟아져 들어와 전면 침수",,,,Strategy
Strat_248,지하수 용출 구간에 맹암거(D250 등)와 PE 배수로를 신설하는 설계변경(집행승인)을 득하여 구조물 품질 확보_김포-관산 도로 등,김포-관산 도로 등,Risk_248,배수 시설 부재로 유입 지하수가 고여 지반이 세굴되거나 지지력을 상실하며 수압에 의해 구조물이 부상할 위험 발생,,,,Strategy
Strat_249,배수관 규격 확대 및 구배(1% 이상) 상향 시공하고 굴곡부 소제구 설치 및 준공 전 관로 CCTV 고압 세척 실시_전주-남원1공구 등,전주-남원1공구 등,Risk_249,이물질(백태 등)이 변곡부에 쌓여 관로가 막히고 역류한 지하수가 터널 바닥으로 넘쳐 동절기 노면 결빙(Black Ice) 유발,,,,Strategy
Strat_250,침수 즉시 대용량 양수기 비상 투입 배수 실시 및 궤도/트로프 구간 뻘 제거 및 고압 물청소 복구 인력 투입_진접선 3공구,진접선 3공구,Risk_250,"유입수가 펌프 용량을 초과해 집수정이 넘치고 지하 승강장 하부, 궤도, 고가 전기/통신실이 전면 침수 및 뻘 퇴적",,,,Strategy
Strat_251,유출량 폭증에 맞춰 터널 오폐수 처리시설 용량 긴급 증설(추가 설치) 및 배수 펌프/주관경을 확대 전면 시공_삼성-동탄 2공구,삼성-동탄 2공구,Risk_251,배수 주관 및 처리시설 용량 초과로 터널 내부 상시 침수 작업 중단 및 미처리 오폐수 방류에 따른 행정처분 위험,,,,Strategy
Strat_252,배출기준 준수를 위해 PH 저감시설 포함 오폐수처리시설을 증설하고 추가 설비비를 실정보고하여 반영_새만금전주 6공구,새만금전주 6공구,Risk_252,고농도 알칼리성 폐수 유입으로 정화 효율 급감 및 기준 초과 방류 시 공사 전면 중지(환경 고발) 위험 직면,,기준,,Strategy
Strat_253,"배수 콘크리트를 배수턱 형태로 구조 변경하고 내부 공간 폭을 1,400mm 이상으로 넓혀 작업성 및 관리 여건 확보_진접선 3공구",진접선 3공구,Risk_253,배수관 내 퇴적물(석회) 발생 시 준설 장비 진입이나 인력 접근이 불가능해져 영구적 폐쇄 및 바닥 침수 하자 유발,,,,Strategy
Strat_254,사선 구간 경사 완화를 위한 엘보우(Elbow) 부속 설치 및 연성 고무 커넥터 삽입으로 누수 및 침하 하자 저감_평택 화양지구 등,평택 화양지구 등,Risk_254,다짐 부족으로 관로가 하중을 견디지 못하고 침하되어 역구배가 형성되고 오수가 고여 악취 및 노반 연약화 초래,,,,Strategy
Strat_255,CCTV 촬영으로 폐색 구간 정밀 탐지 후 특수 장비/인력을 투입해 굳은 몰탈 파쇄/제거하여 통수 단면 확보_부산명지 등,부산명지 등,Risk_255,유입된 페이스트가 배수관 내에서 굳어 통수 단면이 폐쇄되며 준공 전 몰탈 깨기 등 막대한 재시공 보수비 발생,,,,Strategy
Strat_256,지구 외 유입수 처리 방안 전면 재수립 및 기존 연결 흄관 관경을 대폭 상향 조정하고 역류 방지 대책을 추가 시공_양주회천 택지조성 등,양주회천 택지조성 등,Risk_256,폭우 시 외부 우수가 배수관 용량을 초과해 터널 내로 역류하며 지하구조물 및 저지대가 순식간에 수몰되는 수해 유발,,,,Strategy
Strat_257,트렌치 바닥을 깨내어 임의 구배를 형성하거나 불가능한 곳은 사후 상시 인력 펌핑/청소 유지관리 항목으로 전환_시화하수처리장 현장 등,시화하수처리장 현장 등,Risk_257,구배 부족으로 오폐수가 배출되지 못하고 트렌치 내 상시 체수되며 슬러지가 부패해 악취 및 정화 기능 마비 초래,,,,Strategy
Strat_258,파손 구개 전면 재시공 및 중하중용 스틸그레이팅으로 교체하고 얕은 관로 주변 콘크리트 보강(관보호공) 실시_울릉도일주도로 등,울릉도일주도로 등,Risk_258,하중을 견디지 못한 배수로 그레이팅이 파손되거나 매설 관로가 압착/이탈하여 도로 노면이 푹 꺼지는 대형 사고 유발,,,,Strategy
Strat_259,현장 용수 발생 구간 전수 조사 후 누락 내역 실정보고 반영 및 배수 보드를 하부 맹암거까지 밀착 시공_삼성-동탄 2공구 등,삼성-동탄 2공구 등,Risk_259,내역 누락으로 시공을 생략하거나 부실 시공 시 숏크리트와 라이닝 사이 수압이 증가해 균열 및 누수가 확산됨,,,,Strategy
Strat_260,부식성 환경 노출 조건에 맞게 내식성이 우수한 STS316 등으로 변경 적용하고 이음부에 부식 방지 코팅 강화_제주해군기지 등,제주해군기지 등,Risk_260,배관이 급격히 부식되어 구멍이 뚫리거나 파열되며 배수 펌프 기능 마비로 터널 하부가 완전히 침수되는 대형 사고 초래,,,,Strategy
Strat_261,개통 전 집수정 물 채우기 연속 가동 시험을 실시하고 수위 센서 연동 상태를 감리 입회하에 전수 검측 및 보증_서울제물포터널 2공구,서울제물포터널 2공구,Risk_261,폭우 시 펌프 미가동 또는 이물질 막힘으로 집수정이 범람하며 터널 내부가 수몰되어 입행 차량 고립 등 대형 재난 발생,,,,Strategy
Strat_262,기후 동결심도를 반영해 매설 심도를 재조정하고 심도 확보 불가 시 단열재 및 전열선(Heat Tracing) 보강 시공_관로공사 공통(L/L),관로공사 공통(L/L),Risk_262,동절기 혹한 시 관내 잔류수가 얼어 배수관이 파열/폐색되며 역류 지하수가 터널 입구 노면 결빙 사고 유발,,,,Strategy
Strat_263,우기 전 집수정/침사지 뻘을 완벽 준설하고 펌프 여과망 수시 점검 및 환경보건비 활용 직영 복구 인력 투입_진접선 3공구,진접선 3공구,Risk_263,연마성 토사가 배수 펌프 직유입되어 엔진 임펠러/씰을 마모시켜 기기 고장이 발생하고 집중호우 시 터널 수몰 유발,,,,Strategy
Strat_264,오폐수 처리시설 긴급 증설(3개소 추가) 및 탁수 처리 pH 저감 설비를 PC 구조물로 신속 변경 시공해 법적 기준 준수_새만금전주 6공구,새만금전주 6공구,Risk_264,pH 조절 안 된 유해 오염수가 인근 수계로 유출되어 환경 민원 발생 및 지자체의 공사 중지 행정처분 초래,,기준,,Strategy
Strat_265,간섭 구조물 회피를 위한 관로 선형 우회(Detour) 설계변경 및 협소 구간 점검 청소를 위한 추가 소제구/맨홀 신설_포승-평택철도 등,포승-평택철도 등,Risk_265,설비들이 뒤엉켜 정상 조립 및 다짐 시공이 불가능해지며 공용 중 준설기/CCTV 진입 불가로 사후 유지관리 전면 마비,,,,Strategy
Strat_266,연결부 파손 구간 재굴착 후 유연한 고무 커넥터 및 SUS 밴드로 보강하고 사선 부설 구간에 엘보우를 설치해 수밀 확보_평택 화양지구 등,평택 화양지구 등,Risk_266,반복적 진동/수축 시 몰탈 파손으로 관로가 탈락하며 이 틈으로 새어 나온 물이 배면 토사를 쓸어내려 공동(세굴) 유발,,,,Strategy
Strat_267,빈 공극에 무수축 그라우트나 모르타르를 밀실하게 충전해 구조체 일체성을 확보하고 누락 수량을 실정보고해 원가 반영_GTX-A 6공구,GTX-A 6공구,Risk_267,충진 부실 시 지반 하중이 지보재에 불균일하게 전달되어 링빔 좌굴 및 가시설 벽체 변형으로 인한 상부 구조물 붕괴 위험,,,,Strategy
Strat_268,"즉각 굴착 중단 및 구조물 하부 긴급 지반 보강용 강관재 설치와 고압 차수 그라우팅 시공으로 지반 변위 전면 차단_광명,금천 전력구","광명,금천 전력구",Risk_268,토립자 유실로 인한 인접 지하철 구조물 및 상부 지표면 침하/균열 발생으로 막대한 긴급 보강 및 배상 비용 발생,,,,Strategy
Strat_269,검증 필수 공정인 검사공 수압시험 수량을 실정보고로 추가 반영하고 불합격 구간 보완 재주입 및 전용 플러그 마감_한탄강댐 현장,한탄강댐 현장,Risk_269,품질 검증 소홀 시 배면 공동이나 미충진 구간을 인지 못하고 후속 공정 강행하여 공용 중 주입구 부위 대량 역루 누수 유발,,,,Strategy
Strat_270,천단부 주입관 설치 및 무수축 그라우트재 강제 주입 의무화_중봉터널,중봉터널,Risk_270,상부 하중 집중으로 인한 라이닝 균열 및 붕괴 위험,,,,Strategy
Strat_271,자재 검수 강화 및 타설 직전 지수재 부착 상태 전수 점검_도담-영천,도담-영천,Risk_271,이음부 지하수 용출로 인한 전기 설비 부식 및 고드름 발생,,,,Strategy
Strat_272,균열 깊이별 주입 패커 배치 및 저압 지속 주입 공법 적용_서울지하철 923공구,서울지하철 923공구,Risk_272,누수 부위 재누수 발생 및 상부 지반 함몰,,,,Strategy
Strat_273,배수관 주위 가이드망 설치 및 필터재 수동 충진 확인_중봉터널,중봉터널,Risk_273,배수관 막힘 및 배후 수압 발생으로 라이닝 균열 유발,,,,Strategy
Strat_274,설계변경/폼 변경 시 반드시 전문가 구조검토를 실시하고 타설 속도를 엄격히 관리하며 안전관리비를 활용해 기술사 확인_상주-영천 10공구 등,상주-영천 10공구 등,Risk_274,타설 중 거푸집 변형(배부름) 및 전도로 설계 내공 치수 미확보 사태가 발생하며 대규모 치핑 및 재시공 비용 발생,,,,Strategy
Strat_275,타설 전 피복 두께를 전수 검측하고 고압 타설을 견딜 고강도 스페이서를 적정 간격으로 견고히 결속해 피복을 확보_하자 L/L(철콘공사),하자 L/L(철콘공사),Risk_275,피복 두께 기준 미달로 공용 중 라이닝 표면에 균열이 발생하고 철근 조기 부식 팽창으로 인한 콘크리트 박락 사고 유발,,,,Strategy
Strat_276,타 공종과의 샵드로잉 교차 검토로 위치를 확정하고 누락된 Block-out 거푸집 수량을 실정보고해 타설 전 선설치 완료_새만금전주 6공구 등,새만금전주 6공구 등,Risk_276,매설물 누락 상태로 타설 후 사후 설치를 위해 라이닝 구조체를 치핑/코어링하게 되어 철근 절단 및 구조체 영구적 손상 유발,,,,Strategy
Strat_277,거푸집 적정 사용 횟수를 준수하고 고품질 박리제 도포 및 규정 양생 강도 확인 후 탈형하며 필요 시 그라인딩 보수 시행_파주-포천 2공구 등,파주-포천 2공구 등,Risk_277,거푸집과 콘크리트가 부착되어 표면이 뜯겨나가거나 물곰보가 발생하며 이를 위해 샌드 그라인딩 등 추가 비용 대량 투입,,,,Strategy
Strat_278,세팅 전 하부 레벨링(버림/몰탈)을 실시하고 하부에 고무 패킹이나 우레탄 폼을 덧대어 페이스트 유출을 원천 차단_GTX-A 6공구 등,GTX-A 6공구 등,Risk_278,타설 측압에 의해 페이스트가 대량 유출되면서 구조체 하단에 골재만 남는 심각한 곰보(재료분리)와 하중 지지력 상실 유발,,,,Strategy
Strat_279,방수층 방향 돌출 철근에 의무적으로 고무 캡을 설치하고 타설 직전 시트 핀홀 여부를 교차 검측함_공통(하자 L/L),공통(하자 L/L),Risk_279,타설 압력과 진동에 의해 체어바가 밀리며 배면 방수 시트를 찢어 터널 내 영구적 누수 통로를 형성함,,,,Strategy
Strat_280,확폭부 전용 맞춤형 거푸집을 제작하고 타설 전 전문가(기술사) 구조해석을 통해 안정성을 입증 후 시공_서울지하철 923공구 등,서울지하철 923공구 등,Risk_280,비대칭 타설 압력을 견디지 못하고 거푸집이 변형(배부름)되거나 지지력을 상실해 타설 중 폼이 일거에 붕괴됨,,,,Strategy
Strat_281,고소 작업 반경에 전용 작업 비계와 시스템 발판 수량을 실정보고로 반영해 작업 안전과 정밀 검측 시야를 확보_파주-포천 2공구 등,파주-포천 2공구 등,Risk_281,작업자 접근 불능으로 추락 위험이 고조되며 감리단의 천단부 철근/매설물 상태 육안 검측이 불가능해 부실 시공 방치,,,,Strategy
Strat_282,세팅 전 3D 스캐닝으로 내공 치수를 측량하고 건축한계 저촉 우려 구간에는 철판 거푸집 특별 적용 및 면갈이 시행_진접선 3공구 등,진접선 3공구 등,Risk_282,전차선 등 건축한계선을 침범해 제트팬 등 대형 시설물 설치 공간이 부족해지며 열차 충돌 위험으로 라이닝 할석 초래,,,,Strategy
Strat_283,심한 여굴 부위에 요철 보정층을 선타설해 공간을 줄이고 좌우 단차가 1.5m 이내로 유지되도록 동시 타설 계획 통제_상주-영천 10공구 등,상주-영천 10공구 등,Risk_283,유동성 콘크리트가 유발하는 비대칭 편심 측압으로 인해 수십 톤의 Steel Form이 레일을 이탈하거나 통째로 붕괴/전도됨,,,,Strategy
Strat_284,마감 거푸집 상단을 견고히 보강하고 메탈라스 등을 틈새 없이 설치해 페이스트 유출을 원천 차단_평화의댐 치수능력증대 등,평화의댐 치수능력증대 등,Risk_284,타설 중 페이스트가 대량 유출되어 시공이음부(Joint) 결합력이 저하되고 라이닝 하단에 심각한 골재 분리/곰보 발생,,,,Strategy
Strat_285,겹이음 불가 구간을 선별해 기계식 이음(커플러)으로 설계를 변경하고 엇갈림 배근을 정밀 시행_진접선 3공구 등,진접선 3공구 등,Risk_285,기준 이음 길이 미달 시 응력 전달이 차단되어 구조적 균열이 발생하고 무리한 겹침으로 타설 공동(Honeycomb) 유발,,,,Strategy
Strat_286,폼 등 주요 변동 시 전기/궤도 분야와 사전 시뮬레이션을 거쳐 매립 철물 위치를 상세도에 재반영 및 검측 강화_동해선 포항-삼척 10공구,동해선 포항-삼척 10공구,Risk_286,천단부 전차선용 C찬넬이 폼 길이 변경으로 폼 이음 부위에 걸려 오시공되거나 허용오차를 벗어나는 중대 하자 발생,,,,Strategy
Strat_287,1개월 이상 방치 예상 시 용접 보강을 시행하고 타설 직전 고압 살수 및 그라인딩으로 부식 부위를 완벽 복구_충주댐 치수능력증대 등,충주댐 치수능력증대 등,Risk_287,결속선 부식으로 철근망 붕락 위험이 있으며 표면 부식 미제거 시 신구 콘크리트 간 부착력 급감 및 일체성 상실,,,,Strategy
Strat_288,불안정한 목재 지지를 시스템 동바리 및 강재 기초로 설계 변경해 거푸집 변위를 원천 차단_평화의댐 치수능력증대 등,평화의댐 치수능력증대 등,Risk_288,타설 하중과 진동을 이기지 못하고 지지대가 파손되며 폼이 미세 이동해 라이닝 두께 편차가 발생하거나 폼이 전도됨,,,,Strategy
Strat_289,타설 전 구조계산서와 배근도를 크로스 체크해 누락된 전단 철근(스트럽 등)을 긴급 추가 가공 및 배근 시행_적금-영남연육교 등,적금-영남연육교 등,Risk_289,보강 철근 누락 시 공용 중 설비 진동과 하중을 견디지 못하고 라이닝 코핑부에 치명적 전단 균열 및 붕괴 발생,,,,Strategy
Strat_290,슬럼프 로스를 제어할 지연형 유동화제 배합을 적용하고 레미콘 특수 운반 수당을 반영해 적기 수급 보장_파주-포천 2공구 등,파주-포천 2공구 등,Risk_290,슬럼프(Slump)가 급강하해 펌프카 압송 중 배관이 막히고 유동성 부족으로 라이닝 상부 충진 불량 및 콜드 조인트 발생,,,,Strategy
Strat_291,염해 노출 구간 철근을 부사 걱정이 없는 GFRP 보강근으로 변경하고 AE제 등 내구 배합을 전면 적용_새만금전주 6공구 등,새만금전주 6공구 등,Risk_291,염화 이온 침투로 동결 시 표면이 떨어져 나가는 박리(Scaling)가 발생하고 철근 부식 팽창으로 구조물 내구성이 파괴됨,,,,Strategy
Strat_292,특수 배합 적용 시 시험시공(Mock-up)을 거쳐 최적 배합비를 확격하고 임의 변경을 엄격히 금지함_부산지하철반송선 등,부산지하철반송선 등,Risk_292,유동성 밸런스가 파괴되어 재료가 분리되고 표면에 심각한 망상균열이 발생해 구조체 탈락 및 구조 안전성 위협,,,,Strategy
Strat_293,기준 공기량(4~6%)을 엄격히 확보하는 내동해성 배합을 적용하고 타설 후 보온 양생으로 초기 동해를 방지_하자 L/L 공통,하자 L/L 공통,Risk_293,수분 팽창압을 공극이 흡수하지 못해 표면이 비늘처럼 벗겨지는 박리(Scaling)가 광범위하게 발생하고 내구성 파괴,,기준,,Strategy
Strat_294,과밀 구간은 소경 골재 및 고유동 배합으로 변경하고 진동 다짐 간격과 깊이를 엄격히 준수해 밀실 시공_광양시우회도로 등,광양시우회도로 등,Risk_294,골재가 철근망에 걸려 재료 분리가 발생하고 탈형 후 내부가 텅 빈 대형 공동(Honeycomb)과 철근 노출 발생,,,,Strategy
Strat_295,타설 시 펌프카 토출 압력을 끝까지 유지하고 검측창을 통해 밀실 충진 여부를 전수 육안 확인_새만금전주 6공구 등,새만금전주 6공구 등,Risk_295,라이닝 상부 뒤채움 보족으로 대형 공동(Void)과 물곰보가 발생하며 지반 하중 집중으로 인한 구조물 성능 저하,,,,Strategy
Strat_296,전담 다짐 인력을 배치해 진동기 삽입 간격(0.5m)을 엄격히 준후하고 타설 전 장비/인원 계획을 재점검_광양시우회도로 등,광양시우회도로 등,Risk_296,골재와 페이스트가 분리되어 거푸집 탈형 후 내부가 텅 빈 대형 곰보와 철근 노출로 인한 내하력 상실,,,,Strategy
Strat_297,기계식 타설 시 전문 구조검토를 의무 수행하고 앵커 체결을 보강하며 현장 타설 속도를 엄격히 모니터링_상주-영천 10공구 등,상주-영천 10공구 등,Risk_297,임계 측압을 이기지 못한 거푸집 체결 볼트가 파단되거나 동바리가 뒤틀려 타설 중 거푸집 전체가 전도/붕괴됨,,,,Strategy
Strat_298,탈형 직후 피막 양생제를 즉각 도포하고 전담 인력을 배치해 규정 기간 동안 주기적 살수 양생을 실시_일반 터널 공통,일반 터널 공통,Risk_298,수분 증발로 인한 수축 응력으로 라이닝 표면 전체에 거북등 모양 균열이 발생하고 장기적으로 철근 부식 초래,,,,Strategy
Strat_299,좌우 단차가 1.5m 이내가 되도록 펌프카 토출을 교대 제어하고 3D 구조검토를 통한 특수 폼을 적용_장대 터널 공통,장대 터널 공통,Risk_299,한쪽으로 쏠린 막대한 유동 콘크리트 무게로 거푸집이 중심을 잃고 회전하며 내공 형상이 왜곡되거나 붕괴됨,,,,Strategy
Strat_300,타설 전 집수정 및 가배수로를 정비하고 대용량 양수기를 투입해 타설 구간을 완전 건조 상태로 유지_진접선 3공구 등,진접선 3공구 등,Risk_300,지하수가 타설 부위로 유입되어 시멘트 페이스트를 씻어내는 Wash-out이 발생하고 강도가 거의 없는 골재만 남음,,,,Strategy
Strat_301,수급 불안정 시 사급 전환 등 비상 공급 계획을 수립하고 지연형 유동화제를 투입해 경화 시간을 늦춤_오남수동도로 등,오남수동도로 등,Risk_301,하절기 고온에 기 타설분 콘크리트가 초결 경과 후 굳어버리며 후속 타설분과 일체화되지 못하는 구조적 결함 발생,,,,Strategy
Strat_302,분할 타설(Lift) 및 수평 시공이음 상세를 적용하고 온도 센서를 매설해 온도차를 실시간으로 제어함_평화의댐 치수증대 등,평화의댐 치수증대 등,Risk_302,내부 온도가 급격히 상승해 내외부 온도차로 인한 관통 온도 균열이 발생하고 구조체 전체의 내구성이 파괴됨,,,,Strategy
Strat_303,타설 전 고압 살수기나 브레이커로 표면을 거칠게 쪼아내는 치핑(Chipping)을 수행하고 이물질을 완벽히 제거_한탄강댐/호남고속철도 등,한탄강댐/호남고속철도 등,Risk_303,신-구 콘크리트 간의 부착력이 상실되어 층분리(Delamination)가 발생하고 이음부를 통해 폭포수 같은 지하수가 누수됨,,,,Strategy
Strat_304,갱구부 방풍문을 밀폐하고 열풍기/고체연료를 대거 투입해 압축강도가 확보될 때까지 영상의 온도를 엄격히 유지_새만금전주 6공구 등,새만금전주 6공구 등,Risk_304,영하의 기온으로 콘크리트 내부 수분이 동결/팽창하며 초기 강도 발현 전 동해를 입어 콘크리트가 푸석하게 바스러짐,,,,Strategy
Strat_305,시방 기준에 따라 수평/수직 이음면에 대한 치핑 비용을 내역에 반영하고 타설 전 철저한 쪼아내기 면처리 실시_진접선 3공구 등,진접선 3공구 등,Risk_305,표면 이물질로 인해 신-구 콘크리트 간 결합력이 저하되고 구조적 일체성 상실 및 이음부를 통한 대규모 누수 발생,,기준,,Strategy
Strat_306,지수판이 밀리거나 꺾이지 않도록 전용 고정 철물로 견고히 고정하고 지수판 주변을 소형 진동기로 정밀 다짐_한탄강댐/삼성-동탄 등,한탄강댐/삼성-동탄 등,Risk_306,지수재가 정위치를 이탈하거나 주변 다짐 불량으로 지수 경로가 파괴되어 지하수가 외부로 유출되고 시설물이 침수됨,,,,Strategy
Strat_307,후타 타설 전 기존 콘크리트면의 목재 조각 및 슬라임을 완벽히 제거하고 치핑 후 이음부를 따라 지수재 충진_한탄강댐 등,한탄강댐 등,Risk_307,이물질이 잔존하는 신-구 접합부의 미세한 틈을 통해 지하수가 스며나오는 물비침 하자가 발생해 내구성 저하 및 미관 오염,,,,Strategy
Strat_308,타설 시 진동 다짐과 압송 압력을 철저히 통제하고 발생한 불량면은 모체와 유사한 성상의 무수축 몰탈로 완벽 보수_파주-포천/새만금전주 등,파주-포천/새만금전주 등,Risk_308,미관 훼손뿐 아니라 피복 두께 부족으로 인한 내구성 저하를 초래하고 준공 전 대규모 면갈이(Sand Grinding) 비용 유발,,,,Strategy
Strat_309,거푸집 세팅 전 정밀 측량으로 단차를 확인하고 돌출부에 대해서는 면삭기/브레이커를 입해 이격거리 기준치를 확보_진접선 3공구 등,진접선 3공구 등,Risk_309,이음부에 5mm 초과의 심한 단차가 발생해 미관이 훼손되거나 차량 건축한계선을 침범해 대대적인 할석 작업 유발,,기준,,Strategy
Strat_310,바닥 부석 제거를 철저히 하고 누락된 요철보정층 수량을 실정보고로 반영해 평탄성 및 지지력 확보_부산외곽순환고속 9공구 등,부산외곽순환고속 9공구 등,Risk_310,바닥 지지력이 불균일한 상태에서 포장 완료 시 하중 집중 구간의 포장판 하부 공동화 및 부등 침하/균열 유발,,,,Strategy
Strat_311,기류 차단 및 타설 직후 피막양생제 도포와 습윤 덮개 양생을 철저히 실시해 초기 표면 건조 및 동해 방어_부산외곽순환고속 9공구 등,부산외곽순환고속 9공구 등,Risk_311,급격한 수분 증발로 초기 수축 균열이 다수 발생하고 공용 중 포장 표면이 얇게 떨어져 나가는 박리 현상 유발,,,,Strategy
Strat_312,초기 경화 직후(통상 12~24시간 내) 적기에 줄눈(Joint) 커팅을 규정 깊이(두께의 1/4)로 실시해 응력 유도_부산지하철반송선 등,부산지하철반송선 등,Risk_312,경화 과정의 수축 응력이 유도된 줄눈이 아닌 포장판 중앙부 등에서 터져 나와 통제 불능의 망상 균열 유발,,,,Strategy
Strat_313,침수 방지를 위해 대용량 예비 양수기를 즉각 추가 투입하고 개통 전 배수 시스템의 처리 용량을 정밀 재분석_진접선 3공구 등,진접선 3공구 등,Risk_313,"집수정이 월류(Overflow)해 승강장 하부, 궤도, 전력/통신 트로프가 전면 수몰되고 대량의 뻘이 퇴적되는 피해 유발",,,,Strategy
